match_id,positive_relation_id,negative_relation_id,positive_enhancer_id,negative_enhancer_id,positive_gene_id,negative_gene_id,matching_distance,positive_strength,negative_strength,paired_difference
M054,Enh34_CAMK2N1,Enh467_NFIX,Enh34,Enh467,ENSG00000162545,ENSG00000008441,1.2279063833518014,0.0026296712458133,-0.0022119283676147,0.004841599613428
M055,Enh351_ALDH1A3,Enh247_IPO7,Enh351,Enh247,ENSG00000184254,ENSG00000205339,0.3170132961989941,-0.0030404776334762,0.0031336545944213,-0.0061741322278975
M056,Enh353_CHSY1,Enh353_SNRPA1,Enh353,Enh353,ENSG00000131873,ENSG00000131876,0.81938215056154,0.026053711771965,0.0026727318763732,0.0233809798955918
M057,Enh354_ALDH1A3,Enh354_SELENOS,Enh354,Enh354,ENSG00000184254,ENSG00000131871,0.6008895197130374,-0.0058450847864151,-0.0010545700788497,-0.0047905147075653996
M058,Enh359_CHAC1,Enh821_MRPS18A,Enh359,Enh821,ENSG00000128965,ENSG00000096080,0.861991641223348,0.1704320311546325,0.0053892433643341,0.1650427877902984
M059,Enh35_CAMK2N1,Enh893_VDAC3,Enh35,Enh893,ENSG00000162545,ENSG00000078668,1.7158110142556262,0.1365866363048553,-0.0137123465538024,0.1502989828586577
M060,Enh361_PCLAF,Enh736_WFS1,Enh361,Enh736,ENSG00000166803,ENSG00000109501,0.45061364903800444,0.0008031725883483,-0.0024769194424152,0.0032800920307635003
M061,Enh362_SMAD6,Enh406_RSPRY1,Enh362,Enh406,ENSG00000137834,ENSG00000159579,0.6492733393072047,-0.0051150321960449,-0.0093022137880325,0.0041871815919876
M062,Enh37_SYT14,Enh376_IMP3,Enh37,Enh376,ENSG00000143469,ENSG00000177971,0.5771454969790091,0.0755629539489746,0.0467100143432617,0.028852939605712898
M063,Enh389_MEF2A,Enh53_HNRNPR,Enh389,Enh53,ENSG00000068305,ENSG00000125944,1.1891817269777376,-0.0224643945693969,0.000167578458786,-0.0226319730281829
M064,Enh389_SYNM,Enh40_SYT14,Enh389,Enh40,ENSG00000182253,ENSG00000143469,0.5325417835549463,-0.0024731159210205,-0.0027422904968261,0.0002691745758055999
M065,Enh390_MEF2A,Enh19_PEA15,Enh390,Enh19,ENSG00000068305,ENSG00000162734,0.28986390741589113,-0.0055024623870849,0.0006270408630371,-0.006129503250122
M066,Enh391_MEF2A,Enh490_BLVRB,Enh391,Enh490,ENSG00000068305,ENSG00000090013,0.6728934423125112,0.0737720727920532,0.0517331361770629,0.022038936614990297
M067,Enh406_ARL2BP,Enh55_PNRC2,Enh406,Enh55,ENSG00000102931,ENSG00000189266,0.41166784946890395,0.0045881271362304,0.0365135669708251,-0.0319254398345947
M068,Enh421_BLMH,Enh951_MAN1B1,Enh421,Enh951,ENSG00000108578,ENSG00000177239,0.31182379032871554,0.0175187885761261,0.009319931268692,0.0081988573074341
M069,Enh427_CCL2,Enh754_UBE2D2,Enh427,Enh754,ENSG00000108691,ENSG00000131508,2.008894070987289,0.5335817337036133,0.0035876696929335,0.5299940640106798
M070,Enh439_ITGA3,Enh654_NDUFB4,Enh439,Enh654,ENSG00000005884,ENSG00000065518,0.39753570725398085,0.0379741191864013,0.0079107582569122,0.030063360929489098
M071,Enh448_SOCS3,Enh646_FBLN1,Enh448,Enh646,ENSG00000184557,ENSG00000077942,1.6450046964370217,0.0531926751136779,0.0459257364273071,0.007266938686370801
M072,Enh449_TIMP2,Enh626_TXN2,Enh449,Enh626,ENSG00000035862,ENSG00000100348,1.7401944956191038,0.0728715658187866,-0.0172825455665588,0.09015411138534539
M073,Enh450_TIMP2,Enh468_IER2,Enh450,Enh468,ENSG00000035862,ENSG00000160888,1.0620469438400775,0.0001935958862304,-0.0767488181591034,0.07694241404533379
M074,Enh455_IMPA2,Enh225_SCYL1,Enh455,Enh225,ENSG00000141401,ENSG00000142186,1.1269331843939818,-0.0099880695343017,0.0001550912857055,-0.010143160820007201
M075,Enh465_CNN1,Enh216_STIP1,Enh465,Enh216,ENSG00000130176,ENSG00000168439,1.0896626962864546,0.0890882015228271,0.0335118770599365,0.055576324462890604
M076,Enh466_IER2,Enh593_HM13,Enh466,Enh593,ENSG00000160888,ENSG00000101294,0.3786730997525373,-0.0013332962989807,0.0069603435695171,-0.0082936398684978
M077,Enh471_AC020916.1,Enh691_TRA2B,Enh471,Enh691,ENSG00000267519,ENSG00000136527,1.0621741902708242,0.1030194759368896,-0.0137456655502319,0.11676514148712151
M078,Enh472_AC020916.1,Enh753_HSPA9,Enh472,Enh753,ENSG00000267519,ENSG00000113013,2.2983962706462333,0.0138096809387207,-0.0170145034790039,0.0308241844177246
M079,Enh473_AC020916.1,Enh736_BLOC1S4,Enh473,Enh736,ENSG00000267519,ENSG00000186222,0.9810474558836977,0.043431282043457,-0.000560887157917,0.043992169201374
M080,Enh474_AC020916.1,Enh62_CLIC4,Enh474,Enh62,ENSG00000267519,ENSG00000169504,1.9228643593021022,-0.0008587837219238,0.0115838050842285,-0.0124425888061523
M081,Enh475_AC020916.1,Enh831_TRIM56,Enh475,Enh831,ENSG00000267519,ENSG00000169871,0.7806011977221311,0.2508745193481445,0.1278265714645385,0.12304794788360598
M082,Enh487_FBXO17,Enh814_NUDT3,Enh487,Enh814,ENSG00000269190,ENSG00000272325,0.5721004817777615,0.050575315952301,0.0047707557678222,0.0458045601844788
M083,Enh487_ZFP36,Enh223_VPS51,Enh487,Enh223,ENSG00000128016,ENSG00000149823,0.4438880765335307,-0.0012609958648681,-0.0013825893402099,0.00012159347534179991
M084,Enh489_SERTAD1,Enh425_COPRS,Enh489,Enh425,ENSG00000197019,ENSG00000172301,1.3200222553264658,0.008754551410675,-0.0656548738479614,0.07440942525863639
M085,Enh495_C5AR2,Enh631_APOBEC3C,Enh495,Enh631,ENSG00000134830,ENSG00000244509,1.101548141121514,0.0015907287597656,-0.0082338601350784,0.009824588894844001
M086,Enh508_HPCAL1,Enh177_CTR9,Enh508,Enh177,ENSG00000115756,ENSG00000198730,0.7113448530581538,0.2889786660671234,-0.0872890055179596,0.376267671585083
M087,Enh50_SIPA1L2,Enh636_EP300,Enh50,Enh636,ENSG00000116991,ENSG00000100393,0.6580785566505049,0.5905108451843262,0.0267202854156494,0.5637905597686768
M088,Enh534_PTMA,Enh534_NCL,Enh534,Enh534,ENSG00000187514,ENSG00000115053,0.5105443217711371,0.0004255771636962,0.0017804205417633,-0.0013548433780671
M089,Enh535_PTMA,Enh535_NCL,Enh535,Enh535,ENSG00000187514,ENSG00000115053,0.5165728813115874,0.0182051658630371,-0.002392441034317,0.020597606897354098
M090,Enh537_PTMA,Enh222_NEAT1,Enh537,Enh222,ENSG00000187514,ENSG00000245532,0.7564198779895808,0.0170319080352783,0.0078970193862915,0.009134888648986799
M091,Enh538_PTMA,Enh541_PTMA,Enh538,Enh541,ENSG00000187514,ENSG00000187514,0.49573445227578505,0.0050654411315917,0.0180845260620117,-0.013019084930420002
M092,Enh539_PTMA,Enh540_PTMA,Enh539,Enh540,ENSG00000187514,ENSG00000187514,0.5248474927318907,0.008751630783081,-0.0166740417480468,0.025425672531127798
M093,Enh53_ID3,Enh236_SERPINH1,Enh53,Enh236,ENSG00000117318,ENSG00000149257,1.5660839579699395,0.0121412277221679,0.2135112285614013,-0.2013700008392334
M094,Enh547_GPC1,Enh332_MAPK1IP1L,Enh547,Enh332,ENSG00000063660,ENSG00000168175,0.40204613658368554,0.1715090870857238,0.0154013633728027,0.1561077237129211
M095,Enh54_ID3,Enh863_YWHAG,Enh54,Enh863,ENSG00000117318,ENSG00000170027,0.9413797223952824,0.1707452535629272,0.0276298522949218,0.1431154012680054
M096,Enh567_PPP4R3B,Enh15_ADAR,Enh567,Enh15,ENSG00000275052,ENSG00000160710,1.0364331634123807,0.0003313422203063,0.0008165836334228,-0.00048524141311649996
M097,Enh592_CST2,Enh745_CSNK1G3,Enh592,Enh745,ENSG00000170369,ENSG00000151292,0.6924337367145234,-0.0170388221740722,0.0020366311073303,-0.0190754532814025
M098,Enh592_CST3,Enh862_HSPB1,Enh592,Enh862,ENSG00000101439,ENSG00000106211,0.5330395419528978,0.2001861929893493,-0.0141083002090454,0.21429449319839472
M099,Enh603_RNF24,Enh360_SECISBP2L,Enh603,Enh360,ENSG00000101236,ENSG00000138593,0.4775370553491212,0.0027073621749877,-0.0265192985534667,0.0292266607284544
M100,Enh620_UQCR10,Enh860_HSPB1,Enh620,Enh860,ENSG00000184076,ENSG00000106211,0.9851090036759862,0.0036500096321105,0.0194796323776245,-0.015829622745514003
M101,Enh657_KALRN,Enh412_TERF2,Enh657,Enh412,ENSG00000160145,ENSG00000132604,0.7747196386349724,1.310485601425171,0.0013498067855834,1.3091357946395874
M102,Enh658_KALRN,Enh307_GPALPP1,Enh658,Enh307,ENSG00000160145,ENSG00000133114,0.9117473044136317,-0.0515704154968261,0.0002757310867309,-0.051846146583557004
M103,Enh67_HMGN2,Enh466_GADD45GIP1,Enh67,Enh466,ENSG00000198830,ENSG00000179271,0.8221496067298043,-0.0089331865310668,0.0060571432113647,-0.014990329742431502
M104,Enh704_AC006058.1,Enh218_RELA,Enh704,Enh218,ENSG00000261786,ENSG00000173039,0.28992196826054223,0.2656764984130859,-0.0009775757789611,0.266654074192047
M105,Enh708_FLNB,Enh328_PSMA6,Enh708,Enh328,ENSG00000136068,ENSG00000100902,0.40651507822584326,0.0332129597663879,0.0018960200250148,0.0313169397413731
M106,Enh737_KIAA0232,Enh502_SLC25A23,Enh737,Enh502,ENSG00000170871,ENSG00000125648,0.47790333426661713,0.0957187414169311,-0.0335367918014526,0.1292555332183837
M107,Enh757_CPEB4,Enh553_SLC4A1AP,Enh757,Enh553,ENSG00000113742,ENSG00000163798,0.4939794396944606,-0.0017964839935302,0.0006755590438842,-0.0024720430374144
M108,Enh772_AMD1,Enh810_ZSCAN16-AS1,Enh772,Enh810,ENSG00000123505,ENSG00000269293,0.22299263249201653,0.0213272869586944,-0.0026817321777343,0.024009019136428698
M109,Enh799_HIST1H2BG,Enh409_CES2,Enh799,Enh409,ENSG00000273802,ENSG00000172831,0.8529476639210534,-0.0010653734207153,0.0016684383153915,-0.0027338117361067997
M110,Enh821_VEGFA,Enh68_DHDDS,Enh821,Enh68,ENSG00000112715,ENSG00000117682,0.3919643947332129,-0.013609766960144,0.0008541941642761,-0.0144639611244201
M111,Enh831_SERPINE1,Enh149_PSAP,Enh831,Enh149,ENSG00000106366,ENSG00000197746,0.4735190773635963,0.0447986125946044,0.0394487380981445,0.005349874496459905
M112,Enh838_CPA4,Enh838_KLHDC10,Enh838,Enh838,ENSG00000128510,ENSG00000128607,0.9464714291266718,-0.0027848482131958,-0.0005174577236175,-0.0022673904895783
M113,Enh849_DNAJB6,Enh861_YWHAG,Enh849,Enh861,ENSG00000105993,ENSG00000170027,0.5576149266055322,0.2015599012374878,-0.0172046422958374,0.2187645435333252
M114,Enh854_HSPB1,Enh861_HSPB1,Enh854,Enh861,ENSG00000106211,ENSG00000106211,0.47751589449148996,0.269439697265625,0.0038386583328247,0.2656010389328003
M115,Enh855_HSPB1,Enh963_ANXA1,Enh855,Enh963,ENSG00000106211,ENSG00000135046,1.019892168798577,0.1581782102584839,-0.0246815681457519,0.18285977840423578
M116,Enh856_HSPB1,Enh494_AP2S1,Enh856,Enh494,ENSG00000106211,ENSG00000042753,0.6533240723814125,0.1657248735427856,0.0225245952606201,0.1432002782821655
M117,Enh857_HSPB1,Enh859_HSPB1,Enh857,Enh859,ENSG00000106211,ENSG00000106211,1.291100399913757,0.0048691034317016,0.0124207735061645,-0.0075516700744629
M118,Enh864_YWHAG,Enh430_MIEN1,Enh864,Enh430,ENSG00000170027,ENSG00000141741,0.6011867840907412,0.1252552270889282,0.0174262970685958,0.10782893002033239
M119,Enh876_KLF10,Enh219_SCYL1,Enh876,Enh219,ENSG00000155090,ENSG00000142186,0.38505404550784206,0.0400121994316577,-0.0007184743881225,0.040730673819780204
M120,Enh878_CTSB,Enh316_YY1,Enh878,Enh316,ENSG00000164733,ENSG00000100811,0.6723473144709858,0.015427827835083,-0.0009409859776496,0.0163688138127326
M121,Enh893_PLAT,Enh100_GNG5,Enh893,Enh100,ENSG00000104368,ENSG00000174021,0.5188014152953971,0.0007215738296508,-0.0006707906723022,0.001392364501953
M122,Enh899_MYBL1,Enh96_RPF1,Enh899,Enh96,ENSG00000185697,ENSG00000117133,0.8584926882225935,-0.0093319416046142,0.0023803561925888,-0.011712297797203002
M123,Enh900_MYBL1,Enh450_CANT1,Enh900,Enh450,ENSG00000185697,ENSG00000171302,0.7309523961759659,0.1442091464996338,0.0001985430717468,0.144010603427887
M124,Enh901_MYBL1,Enh404_ARL2BP,Enh901,Enh404,ENSG00000185697,ENSG00000102931,1.4094218519091353,0.0236067771911621,0.0026557445526123,0.020951032638549798
M125,Enh935_IER5L,Enh935_PTPA,Enh935,Enh935,ENSG00000188483,ENSG00000119383,0.5584368709171718,0.001764953136444,-0.0006512403488159,0.0024161934852599
M126,Enh942_COL5A1,Enh717_SCOC,Enh942,Enh717,ENSG00000130635,ENSG00000153130,1.0583026313127004,0.0141141414642333,0.0044736564159393,0.009640485048294
M127,Enh948_CLIC3,Enh948_NPDC1,Enh948,Enh948,ENSG00000169583,ENSG00000107281,0.2311856914823909,-0.0038986206054687,0.000431552529335,-0.0043301731348037
M128,Enh949_CLIC3,Enh949_NPDC1,Enh949,Enh949,ENSG00000169583,ENSG00000107281,0.19399472169645848,-0.0004055500030517,0.000244915485382,-0.0006504654884337
M129,Enh951_CLIC3,Enh456_CHMP1B,Enh951,Enh456,ENSG00000169583,ENSG00000255112,0.3859342212876811,-0.0071430206298828,-0.0006881356239318,-0.006454885005951001
M130,Enh954_GLIPR2,Enh226_SCYL1,Enh954,Enh226,ENSG00000122694,ENSG00000142186,0.6189836540821918,0.0345235168933868,0.0027093887329101,0.0318141281604767
M131,Enh957_KLF9,Enh477_SIN3B,Enh957,Enh477,ENSG00000119138,ENSG00000127511,0.6297923070359168,0.1408654451370239,0.0173419713973999,0.123523473739624
M132,Enh968_CTSL,Enh671_ANAPC13,Enh968,Enh671,ENSG00000135047,ENSG00000129055,0.9043030327759385,0.6097913980484009,0.0021917819976806,0.6075996160507203
M133,Enh976_TMSB4X,Enh292_RPL21,Enh976,Enh292,ENSG00000205542,ENSG00000122026,1.662632441635286,0.0078871250152587,-0.0024200677871704,0.0103071928024291
