relation_id,Enh,enhancer_id,gene_id,model_ontology,model_track_name,model_track_source,alphagenome_rnaseq_lfc,alphagenome_deletion_strength,status
Enh114_CCDC186,Enh114,Enh114,ENSG00000165813,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003025531768798,-0.0003025531768798,COMPLETED
Enh115_CCDC186,Enh115,Enh115,ENSG00000165813,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005191564559936,-0.0005191564559936,COMPLETED
Enh119_PDZD8,Enh119,Enh119,ENSG00000165650,CL:0000127,CL:0000127 total RNA-seq,encode,0.0021557807922363,-0.0021557807922363,COMPLETED
Enh11_ANP32E,Enh11,Enh11,ENSG00000143401,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0012950971722602,0.0012950971722602,COMPLETED
Enh11_APH1A,Enh11,Enh11,ENSG00000117362,CL:0000127,CL:0000127 total RNA-seq,encode,0.0010885000228881,-0.0010885000228881,COMPLETED
Enh11_ENSA,Enh11,Enh11,ENSG00000143420,CL:0000127,CL:0000127 total RNA-seq,encode,0.0012378245592117,-0.0012378245592117,COMPLETED
Enh11_MCL1,Enh11,Enh11,ENSG00000143384,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005900859832763,-0.0005900859832763,COMPLETED
Enh11_MRPS21,Enh11,Enh11,ENSG00000266472,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002378821372985,-0.0002378821372985,COMPLETED
Enh11_PLEKHO1,Enh11,Enh11,ENSG00000023902,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003125593066215,0.0003125593066215,COMPLETED
Enh120_BUB3,Enh120,Enh120,ENSG00000154473,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0027717947959899,0.0027717947959899,COMPLETED
Enh121_CDC123,Enh121,Enh121,ENSG00000151465,CL:0000127,CL:0000127 total RNA-seq,encode,-0.000234305858612,0.000234305858612,COMPLETED
Enh121_NUDT5,Enh121,Enh121,ENSG00000165609,CL:0000127,CL:0000127 total RNA-seq,encode,3.0174851417541504e-05,-3.0174851417541504e-05,COMPLETED
Enh121_UPF2,Enh121,Enh121,ENSG00000151461,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0002087950706481,0.0002087950706481,COMPLETED
Enh122_OPTN,Enh122,Enh122,ENSG00000123240,CL:0000127,CL:0000127 total RNA-seq,encode,0.0024522542953491,-0.0024522542953491,COMPLETED
Enh123_GLRX3,Enh123,Enh123,ENSG00000108010,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0280680879950523,0.0280680879950523,COMPLETED
Enh125_BMI1,Enh125,Enh125,ENSG00000168283,CL:0000127,CL:0000127 total RNA-seq,encode,0.001987338066101,-0.001987338066101,COMPLETED
Enh125_COMMD3,Enh125,Enh125,ENSG00000148444,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002411603927612,-0.0002411603927612,COMPLETED
Enh125_MSRB2,Enh125,Enh125,ENSG00000148450,CL:0000127,CL:0000127 total RNA-seq,encode,0.0008504986763,-0.0008504986763,COMPLETED
Enh126_COMMD3,Enh126,Enh126,ENSG00000148444,CL:0000127,CL:0000127 total RNA-seq,encode,0.0012011528015136,-0.0012011528015136,COMPLETED
Enh126_MSRB2,Enh126,Enh126,ENSG00000148450,CL:0000127,CL:0000127 total RNA-seq,encode,-2.8640031814575195e-05,2.8640031814575195e-05,COMPLETED
Enh127_MSRB2,Enh127,Enh127,ENSG00000148450,CL:0000127,CL:0000127 total RNA-seq,encode,0.0056250989437103,-0.0056250989437103,COMPLETED
Enh12_ENSA,Enh12,Enh12,ENSG00000143420,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0013473704457283,0.0013473704457283,COMPLETED
Enh12_MCL1,Enh12,Enh12,ENSG00000143384,CL:0000127,CL:0000127 total RNA-seq,encode,0.0001660585403442,-0.0001660585403442,COMPLETED
Enh12_MLLT11,Enh12,Enh12,ENSG00000213190,CL:0000127,CL:0000127 total RNA-seq,encode,0.0036724209785461,-0.0036724209785461,COMPLETED
Enh12_PSMB4,Enh12,Enh12,ENSG00000159377,CL:0000127,CL:0000127 total RNA-seq,encode,0.0011709928512573,-0.0011709928512573,COMPLETED
Enh12_PSMD4,Enh12,Enh12,ENSG00000159352,CL:0000127,CL:0000127 total RNA-seq,encode,0.0017163753509521,-0.0017163753509521,COMPLETED
Enh12_SCNM1,Enh12,Enh12,ENSG00000163156,CL:0000127,CL:0000127 total RNA-seq,encode,0.0025109052658081,-0.0025109052658081,COMPLETED
Enh132_KIF5B,Enh132,Enh132,ENSG00000170759,CL:0000127,CL:0000127 total RNA-seq,encode,0.0017535686492919,-0.0017535686492919,COMPLETED
Enh133_KIF5B,Enh133,Enh133,ENSG00000170759,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0021717548370361,0.0021717548370361,COMPLETED
Enh134_KIF5B,Enh134,Enh134,ENSG00000170759,CL:0000127,CL:0000127 total RNA-seq,encode,0.0024380683898925,-0.0024380683898925,COMPLETED
Enh134_ZEB1,Enh134,Enh134,ENSG00000148516,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0016884803771972,0.0016884803771972,COMPLETED
Enh135_HNRNPF,Enh135,Enh135,ENSG00000169813,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0015648603439331,0.0015648603439331,COMPLETED
Enh136_HNRNPF,Enh136,Enh136,ENSG00000169813,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003714561462402,0.0003714561462402,COMPLETED
Enh137_HNRNPF,Enh137,Enh137,ENSG00000169813,CL:0000127,CL:0000127 total RNA-seq,encode,0.000233769416809,-0.000233769416809,COMPLETED
Enh13_MLLT11,Enh13,Enh13,ENSG00000213190,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0011542439460754,0.0011542439460754,COMPLETED
Enh13_PSMB4,Enh13,Enh13,ENSG00000159377,CL:0000127,CL:0000127 total RNA-seq,encode,0.0017217397689819,-0.0017217397689819,COMPLETED
Enh13_PSMD4,Enh13,Enh13,ENSG00000159352,CL:0000127,CL:0000127 total RNA-seq,encode,0.0040496587753295,-0.0040496587753295,COMPLETED
Enh13_S100A10,Enh13,Enh13,ENSG00000197747,CL:0000127,CL:0000127 total RNA-seq,encode,-0.002040147781372,0.002040147781372,COMPLETED
Enh13_SCNM1,Enh13,Enh13,ENSG00000163156,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0002883672714233,0.0002883672714233,COMPLETED
Enh142_RBM17,Enh142,Enh142,ENSG00000134453,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003361105918884,0.0003361105918884,COMPLETED
Enh143_RBM17,Enh143,Enh143,ENSG00000134453,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0053425431251525,0.0053425431251525,COMPLETED
Enh144_PCBD1,Enh144,Enh144,ENSG00000166228,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005173832178115,-0.0005173832178115,COMPLETED
Enh144_PPA1,Enh144,Enh144,ENSG00000180817,CL:0000127,CL:0000127 total RNA-seq,encode,0.0016895532608032,-0.0016895532608032,COMPLETED
Enh144_SAR1A,Enh144,Enh144,ENSG00000079332,CL:0000127,CL:0000127 total RNA-seq,encode,0.0001875758171081,-0.0001875758171081,COMPLETED
Enh145_EIF4EBP2,Enh145,Enh145,ENSG00000148730,CL:0000127,CL:0000127 total RNA-seq,encode,0.0010508894920349,-0.0010508894920349,COMPLETED
Enh145_PCBD1,Enh145,Enh145,ENSG00000166228,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0016126632690429,0.0016126632690429,COMPLETED
Enh145_PPA1,Enh145,Enh145,ENSG00000180817,CL:0000127,CL:0000127 total RNA-seq,encode,0.0011101961135864,-0.0011101961135864,COMPLETED
Enh145_SAR1A,Enh145,Enh145,ENSG00000079332,CL:0000127,CL:0000127 total RNA-seq,encode,0.002815842628479,-0.002815842628479,COMPLETED
Enh146_EIF4EBP2,Enh146,Enh146,ENSG00000148730,CL:0000127,CL:0000127 total RNA-seq,encode,0.0012357234954833,-0.0012357234954833,COMPLETED
Enh146_PCBD1,Enh146,Enh146,ENSG00000166228,CL:0000127,CL:0000127 total RNA-seq,encode,0.0020142793655395,-0.0020142793655395,COMPLETED
Enh146_PPA1,Enh146,Enh146,ENSG00000180817,CL:0000127,CL:0000127 total RNA-seq,encode,0.0015262961387634,-0.0015262961387634,COMPLETED
Enh146_SAR1A,Enh146,Enh146,ENSG00000079332,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003644227981567,-0.0003644227981567,COMPLETED
Enh148_ANAPC16,Enh148,Enh148,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,0.0044392049312591,-0.0044392049312591,COMPLETED
Enh148_DNAJB12,Enh148,Enh148,ENSG00000148719,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005432069301605,-0.0005432069301605,COMPLETED
Enh148_PSAP,Enh148,Enh148,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,-0.1334013938903808,0.1334013938903808,COMPLETED
Enh149_ANAPC16,Enh149,Enh149,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,0.0019516795873641,-0.0019516795873641,COMPLETED
Enh149_PSAP,Enh149,Enh149,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0394487380981445,0.0394487380981445,COMPLETED
Enh14_ADAR,Enh14,Enh14,ENSG00000160710,CL:0000127,CL:0000127 total RNA-seq,encode,0.0011452436447143,-0.0011452436447143,COMPLETED
Enh14_FDPS,Enh14,Enh14,ENSG00000160752,CL:0000127,CL:0000127 total RNA-seq,encode,0.0004152059555053,-0.0004152059555053,COMPLETED
Enh14_KRTCAP2,Enh14,Enh14,ENSG00000163463,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002031773328781,-0.0002031773328781,COMPLETED
Enh14_SCAMP3,Enh14,Enh14,ENSG00000116521,CL:0000127,CL:0000127 total RNA-seq,encode,0.0013639479875564,-0.0013639479875564,COMPLETED
Enh14_SHC1,Enh14,Enh14,ENSG00000160691,CL:0000127,CL:0000127 total RNA-seq,encode,0.001772403717041,-0.001772403717041,COMPLETED
Enh150_ANAPC16,Enh150,Enh150,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,0.0017646700143814,-0.0017646700143814,COMPLETED
Enh150_PSAP,Enh150,Enh150,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,0.0014479160308837,-0.0014479160308837,COMPLETED
Enh151_ANAPC16,Enh151,Enh151,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005787461996078,-0.0005787461996078,COMPLETED
Enh151_PSAP,Enh151,Enh151,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,0.0016746520996093,-0.0016746520996093,COMPLETED
Enh152_ANAPC16,Enh152,Enh152,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,0.017903983592987,-0.017903983592987,COMPLETED
Enh152_MICU1,Enh152,Enh152,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0040266886353492,0.0040266886353492,COMPLETED
Enh152_PSAP,Enh152,Enh152,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0026018619537353,0.0026018619537353,COMPLETED
Enh153_ANAPC16,Enh153,Enh153,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0311763882637023,0.0311763882637023,COMPLETED
Enh153_DNAJB12,Enh153,Enh153,ENSG00000148719,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0093537867069244,0.0093537867069244,COMPLETED
Enh153_MCU,Enh153,Enh153,ENSG00000156026,CL:0000127,CL:0000127 total RNA-seq,encode,-0.000126838684082,0.000126838684082,COMPLETED
Enh153_MICU1,Enh153,Enh153,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0030293688178062,0.0030293688178062,COMPLETED
Enh153_PSAP,Enh153,Enh153,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,0.0017123222351074,-0.0017123222351074,COMPLETED
Enh154_ANAPC16,Enh154,Enh154,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0068603307008743,0.0068603307008743,COMPLETED
Enh154_MCU,Enh154,Enh154,ENSG00000156026,CL:0000127,CL:0000127 total RNA-seq,encode,-0.008492112159729,0.008492112159729,COMPLETED
Enh154_MICU1,Enh154,Enh154,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0045318454504013,0.0045318454504013,COMPLETED
Enh154_PSAP,Enh154,Enh154,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,0.0022392272949218,-0.0022392272949218,COMPLETED
Enh155_ANAPC16,Enh155,Enh155,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0040250718593597,0.0040250718593597,COMPLETED
Enh155_MICU1,Enh155,Enh155,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,0.0016287639737129,-0.0016287639737129,COMPLETED
Enh155_PSAP,Enh155,Enh155,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003027915954589,-0.0003027915954589,COMPLETED
Enh156_ANAPC16,Enh156,Enh156,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0010461509227752,0.0010461509227752,COMPLETED
Enh156_MICU1,Enh156,Enh156,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,0.0034156143665313,-0.0034156143665313,COMPLETED
Enh156_PSAP,Enh156,Enh156,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003542900085449,0.0003542900085449,COMPLETED
Enh157_ANAPC16,Enh157,Enh157,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0055958181619644,0.0055958181619644,COMPLETED
Enh157_MICU1,Enh157,Enh157,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,0.002603992819786,-0.002603992819786,COMPLETED
Enh157_PSAP,Enh157,Enh157,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,7.200241088867188e-05,-7.200241088867188e-05,COMPLETED
Enh158_ANAPC16,Enh158,Enh158,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014118999242782,0.0014118999242782,COMPLETED
Enh158_MICU1,Enh158,Enh158,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,0.0032810419797897,-0.0032810419797897,COMPLETED
Enh158_PSAP,Enh158,Enh158,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,-1.811981201171875e-05,1.811981201171875e-05,COMPLETED
Enh159_ANAPC16,Enh159,Enh159,ENSG00000166295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.00039504468441,0.00039504468441,COMPLETED
Enh159_MICU1,Enh159,Enh159,ENSG00000107745,CL:0000127,CL:0000127 total RNA-seq,encode,0.0093536004424095,-0.0093536004424095,COMPLETED
Enh159_PSAP,Enh159,Enh159,ENSG00000197746,CL:0000127,CL:0000127 total RNA-seq,encode,0.0001142024993896,-0.0001142024993896,COMPLETED
Enh15_ADAR,Enh15,Enh15,ENSG00000160710,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0008165836334228,0.0008165836334228,COMPLETED
Enh15_ASH1L,Enh15,Enh15,ENSG00000116539,CL:0000127,CL:0000127 total RNA-seq,encode,0.0009523034095764,-0.0009523034095764,COMPLETED
Enh15_KRTCAP2,Enh15,Enh15,ENSG00000163463,CL:0000127,CL:0000127 total RNA-seq,encode,0.0026389062404632,-0.0026389062404632,COMPLETED
Enh15_SCAMP3,Enh15,Enh15,ENSG00000116521,CL:0000127,CL:0000127 total RNA-seq,encode,0.0012438595294952,-0.0012438595294952,COMPLETED
Enh15_SHC1,Enh15,Enh15,ENSG00000160691,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002365112304687,-0.0002365112304687,COMPLETED
Enh160_ADK,Enh160,Enh160,ENSG00000156110,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0031891465187072,0.0031891465187072,COMPLETED
Enh160_ANXA7,Enh160,Enh160,ENSG00000138279,CL:0000127,CL:0000127 total RNA-seq,encode,0.0013259649276733,-0.0013259649276733,COMPLETED
Enh160_CHCHD1,Enh160,Enh160,ENSG00000172586,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014983862638473,0.0014983862638473,COMPLETED
Enh160_PPP3CB,Enh160,Enh160,ENSG00000107758,CL:0000127,CL:0000127 total RNA-seq,encode,0.0001615285873413,-0.0001615285873413,COMPLETED
Enh160_VCL,Enh160,Enh160,ENSG00000035403,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0025043487548828,0.0025043487548828,COMPLETED
Enh161_ADK,Enh161,Enh161,ENSG00000156110,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0013641715049743,0.0013641715049743,COMPLETED
Enh161_ANXA7,Enh161,Enh161,ENSG00000138279,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002051591873168,-0.0002051591873168,COMPLETED
Enh161_CHCHD1,Enh161,Enh161,ENSG00000172586,CL:0000127,CL:0000127 total RNA-seq,encode,0.0021030306816101,-0.0021030306816101,COMPLETED
Enh161_PPP3CB,Enh161,Enh161,ENSG00000107758,CL:0000127,CL:0000127 total RNA-seq,encode,0.0030561983585357,-0.0030561983585357,COMPLETED
Enh161_VCL,Enh161,Enh161,ENSG00000035403,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0165834426879882,0.0165834426879882,COMPLETED
Enh162_ADK,Enh162,Enh162,ENSG00000156110,CL:0000127,CL:0000127 total RNA-seq,encode,-0.000134527683258,0.000134527683258,COMPLETED
Enh162_ANXA7,Enh162,Enh162,ENSG00000138279,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0002769231796264,0.0002769231796264,COMPLETED
Enh162_CHCHD1,Enh162,Enh162,ENSG00000172586,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0028627663850784,0.0028627663850784,COMPLETED
Enh162_PLAU,Enh162,Enh162,ENSG00000122861,CL:0000127,CL:0000127 total RNA-seq,encode,-0.1660271883010864,0.1660271883010864,COMPLETED
Enh162_PPP3CB,Enh162,Enh162,ENSG00000107758,CL:0000127,CL:0000127 total RNA-seq,encode,0.0015044212341308,-0.0015044212341308,COMPLETED
Enh162_VCL,Enh162,Enh162,ENSG00000035403,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0090035200119018,0.0090035200119018,COMPLETED
Enh163_ADK,Enh163,Enh163,ENSG00000156110,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0013431310653686,0.0013431310653686,COMPLETED
Enh163_ANXA7,Enh163,Enh163,ENSG00000138279,CL:0000127,CL:0000127 total RNA-seq,encode,0.001222014427185,-0.001222014427185,COMPLETED
Enh163_CHCHD1,Enh163,Enh163,ENSG00000172586,CL:0000127,CL:0000127 total RNA-seq,encode,-0.000303603708744,0.000303603708744,COMPLETED
Enh163_PLAU,Enh163,Enh163,ENSG00000122861,CL:0000127,CL:0000127 total RNA-seq,encode,-0.1880830526351928,0.1880830526351928,COMPLETED
Enh163_PPP3CB,Enh163,Enh163,ENSG00000107758,CL:0000127,CL:0000127 total RNA-seq,encode,-6.210803985595703e-05,6.210803985595703e-05,COMPLETED
Enh163_VCL,Enh163,Enh163,ENSG00000035403,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0035113096237182,0.0035113096237182,COMPLETED
Enh165_ANXA11,Enh165,Enh165,ENSG00000122359,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0001300573348999,0.0001300573348999,COMPLETED
Enh165_PRXL2A,Enh165,Enh165,ENSG00000122378,CL:0000127,CL:0000127 total RNA-seq,encode,0.0100469589233398,-0.0100469589233398,COMPLETED
Enh166_ANXA11,Enh166,Enh166,ENSG00000122359,CL:0000127,CL:0000127 total RNA-seq,encode,3.337860107421875e-05,-3.337860107421875e-05,COMPLETED
Enh167_ANKRD1,Enh167,Enh167,ENSG00000148677,CL:0000127,CL:0000127 total RNA-seq,encode,-0.130766749382019,0.130766749382019,COMPLETED
Enh167_PCGF5,Enh167,Enh167,ENSG00000180628,CL:0000127,CL:0000127 total RNA-seq,encode,0.0060830116271972,-0.0060830116271972,COMPLETED
Enh167_RPP30,Enh167,Enh167,ENSG00000148688,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0056390762329101,0.0056390762329101,COMPLETED
Enh168_ANKRD1,Enh168,Enh168,ENSG00000148677,CL:0000127,CL:0000127 total RNA-seq,encode,-0.5842673182487488,0.5842673182487488,COMPLETED
Enh168_PCGF5,Enh168,Enh168,ENSG00000180628,CL:0000127,CL:0000127 total RNA-seq,encode,-0.092501163482666,0.092501163482666,COMPLETED
Enh168_RPP30,Enh168,Enh168,ENSG00000148688,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0117846727371215,0.0117846727371215,COMPLETED
Enh169_PCGF5,Enh169,Enh169,ENSG00000180628,CL:0000127,CL:0000127 total RNA-seq,encode,0.0498011112213134,-0.0498011112213134,COMPLETED
Enh169_RPP30,Enh169,Enh169,ENSG00000148688,CL:0000127,CL:0000127 total RNA-seq,encode,0.0030491352081298,-0.0030491352081298,COMPLETED
Enh169_TNKS2,Enh169,Enh169,ENSG00000107854,CL:0000127,CL:0000127 total RNA-seq,encode,0.0016206502914428,-0.0016206502914428,COMPLETED
Enh16_CCT3,Enh16,Enh16,ENSG00000163468,CL:0000127,CL:0000127 total RNA-seq,encode,-0.001344084739685,0.001344084739685,COMPLETED
Enh16_CRABP2,Enh16,Enh16,ENSG00000143320,CL:0000127,CL:0000127 total RNA-seq,encode,0.0097239017486572,-0.0097239017486572,COMPLETED
Enh16_GLMP,Enh16,Enh16,ENSG00000198715,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0008814930915832,0.0008814930915832,COMPLETED
Enh16_HDGF,Enh16,Enh16,ENSG00000143321,CL:0000127,CL:0000127 total RNA-seq,encode,0.0038068294525146,-0.0038068294525146,COMPLETED
Enh16_LAMTOR2,Enh16,Enh16,ENSG00000116586,CL:0000127,CL:0000127 total RNA-seq,encode,-9.97483730316162e-05,9.97483730316162e-05,COMPLETED
Enh16_LMNA,Enh16,Enh16,ENSG00000160789,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0002319812774658,0.0002319812774658,COMPLETED
Enh16_NAXE,Enh16,Enh16,ENSG00000163382,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0060120820999145,0.0060120820999145,COMPLETED
Enh16_SSR2,Enh16,Enh16,ENSG00000163479,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007833242416381,-0.0007833242416381,COMPLETED
Enh170_TNKS2,Enh170,Enh170,ENSG00000107854,CL:0000127,CL:0000127 total RNA-seq,encode,0.0010935962200164,-0.0010935962200164,COMPLETED
Enh171_TNKS2,Enh171,Enh171,ENSG00000107854,CL:0000127,CL:0000127 total RNA-seq,encode,0.0029384493827819,-0.0029384493827819,COMPLETED
Enh172_PPP1R3C,Enh172,Enh172,ENSG00000119938,CL:0000127,CL:0000127 total RNA-seq,encode,-0.2696745693683624,0.2696745693683624,COMPLETED
Enh172_TNKS2,Enh172,Enh172,ENSG00000107854,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0041116178035736,0.0041116178035736,COMPLETED
