pair_id,gene_id,wrong_gene_id,linked_deletion_strength,wrong_deletion_strength,linked_minus_wrong_strength,status
PRIMARY_024,ENSG00000100321,ENSG00000100346,0.0220705291316116,0.1273959541551923,-0.1053254250235806,COMPLETED
PRIMARY_025,ENSG00000100393,ENSG00000100395,-0.2997073544385396,-0.0001800515734231,-0.2995273028651164,COMPLETED
PRIMARY_026,ENSG00000101236,ENSG00000088826,0.1214456245402937,0.2954308346445669,-0.1739852101042731,COMPLETED
PRIMARY_027,ENSG00000105327,ENSG00000105321,0.6070669683558774,-6.158642570760424,6.765709539116301,COMPLETED
PRIMARY_028,ENSG00000106211,ENSG00000170027,2.0644893864617817,5.839932928410094,-3.775443541948312,COMPLETED
PRIMARY_029,ENSG00000109255,ENSG00000250821,0.0223122699850932,-0.0154706127784591,0.0377828827635524,COMPLETED
PRIMARY_030,ENSG00000113742,ENSG00000185056,-0.0016415160544234,0.6105244366496396,-0.612165952704063,COMPLETED
PRIMARY_031,ENSG00000113742,ENSG00000185056,0.0740256252776863,0.8319876541243865,-0.7579620288467002,COMPLETED
PRIMARY_032,ENSG00000113742,ENSG00000185056,1.2963886052603346,0.8525870794600992,0.4438015258002354,COMPLETED
PRIMARY_033,ENSG00000113742,ENSG00000185056,0.0806405554836509,0.8043088694271803,-0.7236683139435294,COMPLETED
PRIMARY_034,ENSG00000115310,ENSG00000143947,0.5949033244873139,-4.997350551800709,5.592253876288023,COMPLETED
PRIMARY_035,ENSG00000115525,ENSG00000068654,0.3402641096713035,6.160031348300879,-5.819767238629575,COMPLETED
PRIMARY_036,ENSG00000115738,ENSG00000134313,1.921550538584836,7.62917654728623,-5.707626008701394,COMPLETED
PRIMARY_037,ENSG00000115738,ENSG00000134313,2.559126398330548,5.546177711477619,-2.987051313147071,COMPLETED
PRIMARY_038,ENSG00000115738,ENSG00000134313,2.6590884860271866,7.135233828364718,-4.4761453423375315,COMPLETED
PRIMARY_039,ENSG00000115875,ENSG00000152147,0.0054521321683367,0.012291581362124,-0.0068394491937873,COMPLETED
PRIMARY_040,ENSG00000116691,ENSG00000120949,-0.003796949954907,4.352054963415483,-4.35585191337039,COMPLETED
PRIMARY_041,ENSG00000116815,ENSG00000163399,7.116791257444207,0.0238740531726278,7.092917204271579,COMPLETED
PRIMARY_042,ENSG00000116830,ENSG00000134253,5.206839490695867,0.8009130412381325,4.405926449457734,COMPLETED
PRIMARY_043,ENSG00000122779,ENSG00000157703,4.29539373334144,0.5778404491414865,3.7175532841999535,COMPLETED
PRIMARY_044,ENSG00000124575,ENSG00000274618,0.0053682653175464,-0.0019470404520642,0.0073153057696107,COMPLETED
PRIMARY_045,ENSG00000124596,ENSG00000112212,-0.0010049662349977,-0.0164178576547691,0.0154128914197713,COMPLETED
PRIMARY_046,ENSG00000124657,ENSG00000233822,-1.0970773555712665,0.0008080839222905,-1.0978854394935569,COMPLETED
PRIMARY_047,ENSG00000124657,ENSG00000273542,-0.2974573844399475,0.0222919440434186,-0.3197493284833661,COMPLETED
PRIMARY_048,ENSG00000124882,ENSG00000182585,2.428372007505234,1.9728334375456185,0.4555385699596157,COMPLETED
PRIMARY_049,ENSG00000125611,ENSG00000153208,-0.0029371668664843,0.0068707961134304,-0.0098079629799148,COMPLETED
PRIMARY_050,ENSG00000126698,ENSG00000130766,0.000250222226791,-0.0068464265408287,0.0070966487676198,COMPLETED
PRIMARY_051,ENSG00000128039,ENSG00000288695,0.0008355489761262,0.0001177864357293,0.0007177625403969,COMPLETED
PRIMARY_052,ENSG00000129538,ENSG00000169413,0.0695743588950907,0.0403573752223485,0.0292169836727422,COMPLETED
PRIMARY_053,ENSG00000130770,ENSG00000130766,0.001688543229072,-0.0068464265408287,0.0085349697699008,COMPLETED
PRIMARY_054,ENSG00000131389,ENSG00000163528,0.0083356826429188,0.000148970516852,0.0081867121260668,COMPLETED
PRIMARY_055,ENSG00000131389,ENSG00000163528,4.847127917878748,0.0125013271568601,4.8346265907218875,COMPLETED
PRIMARY_056,ENSG00000131914,ENSG00000117682,3.482005767181698,5.338520112654891,-1.856514345473192,COMPLETED
PRIMARY_057,ENSG00000131981,ENSG00000168175,0.4876429554245691,0.0050299980783989,0.4826129573461701,COMPLETED
PRIMARY_058,ENSG00000132002,ENSG00000105141,-0.0034752093063374,0.0346076328612714,-0.0380828421676089,COMPLETED
PRIMARY_059,ENSG00000133639,ENSG00000187510,0.0077912379696467,0.0272745586290419,-0.0194833206593951,COMPLETED
PRIMARY_060,ENSG00000134107,ENSG00000134108,0.0020933659505342,0.0009472651986328,0.0011461007519013,COMPLETED
PRIMARY_061,ENSG00000135363,ENSG00000135387,0.0865493742500937,0.0286370486453044,0.0579123256047893,COMPLETED
PRIMARY_062,ENSG00000135372,ENSG00000110429,3.406357421317993,0.0019971752458722,3.4043602460721205,COMPLETED
PRIMARY_063,ENSG00000135821,ENSG00000203730,6.525020676690216,0.6206387679315593,5.904381908758657,COMPLETED
PRIMARY_064,ENSG00000135932,ENSG00000135916,4.211379715078501,6.9851124614413225,-2.773732746362821,COMPLETED
PRIMARY_065,ENSG00000136244,ENSG00000105889,-0.4418784760549843,1.327803187701697,-1.7696816637566812,COMPLETED
PRIMARY_066,ENSG00000136244,ENSG00000105889,0.34520983837744,1.1906154902264507,-0.8454056518490107,COMPLETED
PRIMARY_067,ENSG00000136732,ENSG00000237524,0.3741365452810754,0.7179553173025545,-0.343818772021479,COMPLETED
PRIMARY_068,ENSG00000136770,ENSG00000148444,0.0510556212390032,5.106671393609698,-5.055615772370695,COMPLETED
PRIMARY_069,ENSG00000137193,ENSG00000146192,3.181208277926819,0.0048640394699956,3.1763442384568235,COMPLETED
PRIMARY_070,ENSG00000137193,ENSG00000164530,3.4823848060150784,0.0165756932257967,3.4658091127892816,COMPLETED
PRIMARY_071,ENSG00000137198,ENSG00000007944,0.0327140699125401,0.0088840518493409,0.0238300180631991,COMPLETED
PRIMARY_072,ENSG00000137198,ENSG00000007944,5.931424372632337,0.0141984169955584,5.917225955636779,COMPLETED
PRIMARY_073,ENSG00000138685,ENSG00000138684,0.6023551116248864,0.1023575771276128,0.4999975344972736,COMPLETED
PRIMARY_074,ENSG00000138756,ENSG00000138772,0.2886108442766426,0.0151343089969078,0.2734765352797348,COMPLETED
PRIMARY_075,ENSG00000138756,ENSG00000138772,-0.0037479785875254,0.0049542123472505,-0.0087021909347759,COMPLETED
PRIMARY_076,ENSG00000140545,ENSG00000140511,0.058772951022382,0.0396612362788628,0.0191117147435191,COMPLETED
PRIMARY_077,ENSG00000141179,ENSG00000153930,4.161033066003194,1.7980774739734755,2.362955592029718,COMPLETED
PRIMARY_078,ENSG00000141401,ENSG00000154889,0.2454244049937886,0.0200146061548336,0.2254097988389549,COMPLETED
PRIMARY_079,ENSG00000141753,ENSG00000073584,0.0791901646894253,4.529864092102612,-4.450673927413186,COMPLETED
PRIMARY_080,ENSG00000142669,ENSG00000158062,-0.001696597962042,0.0044181436451418,-0.0061147416071838,COMPLETED
PRIMARY_081,ENSG00000143061,ENSG00000116824,1.155185601776755,3.850447088205773,-2.695261486429018,COMPLETED
PRIMARY_082,ENSG00000143321,ENSG00000143314,0.0040664667410119,0.0009659356765663,0.0031005310644456,COMPLETED
PRIMARY_083,ENSG00000143324,ENSG00000230124,-0.0099489967069379,0.0017138906274354,-0.0116628873343733,COMPLETED
PRIMARY_084,ENSG00000147465,ENSG00000187840,0.0132841976957074,0.0059625458084866,0.0073216518872207,COMPLETED
PRIMARY_085,ENSG00000148429,ENSG00000148426,0.0141206126763053,0.0212461053567931,-0.0071254926804877,COMPLETED
PRIMARY_086,ENSG00000149257,ENSG00000149243,4.866531682283408,0.3548037589482931,4.511727923335115,COMPLETED
PRIMARY_087,ENSG00000149557,ENSG00000149554,-0.0610276673967149,-1.787689487730677,1.726661820333962,COMPLETED
PRIMARY_088,ENSG00000150593,ENSG00000214413,-0.0173335570901294,0.0405481500534925,-0.0578817071436219,COMPLETED
PRIMARY_089,ENSG00000152078,ENSG00000271092,0.1718576913611773,2.655884616059905,-2.484026924698727,COMPLETED
PRIMARY_090,ENSG00000152078,ENSG00000271092,2.6520620967178825,4.006313957305894,-1.3542518605880112,COMPLETED
PRIMARY_091,ENSG00000152518,ENSG00000162882,5.330681730165839,0.0002166678556325,5.330465062310207,COMPLETED
PRIMARY_092,ENSG00000152518,ENSG00000162882,5.401515395818437,-0.0054739183050629,5.4069893141235,COMPLETED
PRIMARY_093,ENSG00000152804,ENSG00000138190,0.0439120978546139,0.081243556273357,-0.037331458418743,COMPLETED
PRIMARY_094,ENSG00000155096,ENSG00000155097,-0.0110891102922123,-0.0015433225530081,-0.0095457877392042,COMPLETED
PRIMARY_095,ENSG00000155506,ENSG00000113196,2.312520300625692,0.0847440639361547,2.2277762366895373,COMPLETED
PRIMARY_096,ENSG00000157404,ENSG00000134853,4.471102138490797,0.0252999070511155,4.445802231439681,COMPLETED
PRIMARY_097,ENSG00000157404,ENSG00000134853,3.7943795741759128,0.0198649425928669,3.774514631583046,COMPLETED
PRIMARY_098,ENSG00000158373,ENSG00000168298,-0.0013422349556435,7.034107325765149e-05,-0.0014125760289012,COMPLETED
PRIMARY_099,ENSG00000158406,ENSG00000278588,0.0045759786456809,0.0196589320455959,-0.015082953399915,COMPLETED
PRIMARY_100,ENSG00000158406,ENSG00000181315,0.0038581470797307,0.0949642981402743,-0.0911061510605435,COMPLETED
PRIMARY_101,ENSG00000160193,ENSG00000160194,0.0019734842544565,-0.0073557097697101,0.0093291940241666,COMPLETED
PRIMARY_102,ENSG00000161692,ENSG00000108849,-3.029719191083302e-05,0.0066260650156508,-0.0066563622075617,COMPLETED
PRIMARY_103,ENSG00000163218,ENSG00000163220,0.0101446325484988,0.0176108512868653,-0.0074662187383665,COMPLETED
PRIMARY_104,ENSG00000163297,ENSG00000152784,0.272532417159268,0.7134063624820084,-0.4408739453227404,COMPLETED
PRIMARY_105,ENSG00000163297,ENSG00000138675,0.0155866890733946,1.910867359172951,-1.8952806700995564,COMPLETED
PRIMARY_106,ENSG00000163435,ENSG00000143862,0.0123649370228832,0.0252817238605906,-0.0129167868377074,COMPLETED
PRIMARY_107,ENSG00000163602,ENSG00000163421,4.968179814255366,0.0120059453733851,4.956173868881981,COMPLETED
PRIMARY_108,ENSG00000163714,ENSG00000188582,-0.0050409674324516,-0.0146584366338569,0.0096174692014052,COMPLETED
PRIMARY_109,ENSG00000163734,ENSG00000081041,2.333489476145571,6.012789563324092,-3.679300087178521,COMPLETED
PRIMARY_110,ENSG00000163734,ENSG00000081041,0.0243307659139011,0.097203419210043,-0.0728726532961419,COMPLETED
PRIMARY_111,ENSG00000163739,ENSG00000109272,0.5224965783436737,0.1750278069249442,0.3474687714187294,COMPLETED
PRIMARY_112,ENSG00000163958,ENSG00000163959,0.8144233857075927,0.3494118486749295,0.4650115370326631,COMPLETED
PRIMARY_113,ENSG00000164442,ENSG00000164440,0.0194736021267054,0.0158051381214257,0.0036684640052797,COMPLETED
PRIMARY_114,ENSG00000164442,ENSG00000164440,0.0016164049994245,0.0120131552899787,-0.0103967502905542,COMPLETED
PRIMARY_115,ENSG00000164442,ENSG00000164440,-0.0005665429055614,0.0027879326913256,-0.003354475596887,COMPLETED
PRIMARY_116,ENSG00000164442,ENSG00000164440,0.0231342610679146,0.0280498108781062,-0.0049155498101915,COMPLETED
PRIMARY_117,ENSG00000167775,ENSG00000104921,0.0021668593160288,-0.0071627329670662,0.0093295922830951,COMPLETED
PRIMARY_118,ENSG00000168298,ENSG00000158373,-0.000496852975532,-0.0006350954478691,0.000138242472337,COMPLETED
PRIMARY_119,ENSG00000168298,ENSG00000158373,-0.0126245636382495,-0.0004260208076463,-0.0121985428306032,COMPLETED
PRIMARY_120,ENSG00000168461,ENSG00000154845,0.3383521584032216,0.0400220938446169,0.2983300645586046,COMPLETED
PRIMARY_121,ENSG00000168785,ENSG00000151247,0.3368103377897853,0.0102223447754656,0.3265879930143196,COMPLETED
PRIMARY_122,ENSG00000168785,ENSG00000151247,0.3431976514615815,0.0059160788486991,0.3372815726128824,COMPLETED
PRIMARY_123,ENSG00000169442,ENSG00000158062,0.0008789707852834,0.0044181436451418,-0.0035391728598583,COMPLETED
PRIMARY_124,ENSG00000169554,ENSG00000121964,0.6227863810703305,0.0268818949837896,0.5959044860865408,COMPLETED
PRIMARY_125,ENSG00000171345,ENSG00000171403,0.0268133544000548,0.128529556789481,-0.1017162023894262,COMPLETED
PRIMARY_126,ENSG00000172270,ENSG00000197540,-4.672637361719931,0.1361440767787378,-4.808781438498669,COMPLETED
PRIMARY_127,ENSG00000173559,ENSG00000168497,0.0161481240252729,0.0817819744304007,-0.0656338504051277,COMPLETED
PRIMARY_128,ENSG00000173848,ENSG00000178462,0.0267221721532866,0.1137941725567781,-0.0870720004034915,COMPLETED
PRIMARY_129,ENSG00000173848,ENSG00000178462,0.0461504194981579,0.258412430725107,-0.2122620112269491,COMPLETED
PRIMARY_130,ENSG00000175040,ENSG00000163714,1.372149514599709,-0.0142276593513406,1.3863771739510495,COMPLETED
PRIMARY_131,ENSG00000176485,ENSG00000133317,0.0189813540944628,0.1946075798884408,-0.1756262257939779,COMPLETED
PRIMARY_132,ENSG00000177352,ENSG00000185909,0.0049444203154465,0.0021157859999449,0.0028286343155015,COMPLETED
PRIMARY_133,ENSG00000179097,ENSG00000288654,-0.1567928248826215,-0.1297206051294708,-0.0270722197531507,COMPLETED
PRIMARY_134,ENSG00000179097,ENSG00000288654,-0.3996192055069674,-2.501764607230071,2.102145401723104,COMPLETED
PRIMARY_135,ENSG00000179348,ENSG00000179407,4.456031853792152,1.4713972746354562,2.9846345791566957,COMPLETED
PRIMARY_136,ENSG00000179348,ENSG00000179407,5.01314270363885,1.8554034513906117,3.157739252248238,COMPLETED
PRIMARY_137,ENSG00000179348,ENSG00000179407,0.0146820399145948,-0.0447633633487107,0.0594454032633056,COMPLETED
PRIMARY_138,ENSG00000180198,ENSG00000116329,-4.7736189378255744e-05,-0.0041985907977841,0.0041508546084059,COMPLETED
PRIMARY_139,ENSG00000180537,ENSG00000050393,-0.9315936406266624,0.0101498587225172,-0.9417434993491796,COMPLETED
PRIMARY_140,ENSG00000180537,ENSG00000112149,0.1116452649625365,-1.9879939980208583,2.099639262983395,COMPLETED
PRIMARY_141,ENSG00000180573,ENSG00000180596,0.0022223564547712,-0.0083694550943551,0.0105918115491263,COMPLETED
PRIMARY_142,ENSG00000180628,ENSG00000148677,-0.0186459038841686,-0.0106490892168595,-0.007996814667309,COMPLETED
PRIMARY_143,ENSG00000181788,ENSG00000163645,5.236336642355647,0.1385990818115723,5.097737560544076,COMPLETED
PRIMARY_144,ENSG00000181788,ENSG00000163645,2.0810172890391643,0.0841619414728205,1.996855347566344,COMPLETED
PRIMARY_145,ENSG00000182118,ENSG00000173409,0.1893898077402322,0.0105869653782413,0.1788028423619909,COMPLETED
PRIMARY_146,ENSG00000182512,ENSG00000176438,0.0099030890376359,0.0125152412164855,-0.0026121521788495,COMPLETED
PRIMARY_147,ENSG00000182704,ENSG00000078124,0.054686573955178,5.59868107068667,-5.543994496731492,COMPLETED
PRIMARY_148,ENSG00000183496,ENSG00000140598,1.8562614594503255,2.1782007024880237,-0.3219392430376979,COMPLETED
PRIMARY_149,ENSG00000184007,ENSG00000288678,0.0228423472646959,0.0004506542635773,0.0223916930011185,COMPLETED
PRIMARY_150,ENSG00000184009,ENSG00000186765,-0.0006801969206497,-0.000469476037054,-0.0002107208835956,COMPLETED
PRIMARY_151,ENSG00000184557,ENSG00000187997,3.1461855783805763,-0.0059804592256185,3.152166037606195,COMPLETED
PRIMARY_152,ENSG00000185885,ENSG00000184363,0.0014251545206507,-0.4934123649854101,0.4948375195060608,COMPLETED
PRIMARY_153,ENSG00000187134,ENSG00000165568,0.0104443123969469,0.0040580263508285,0.0063862860461184,COMPLETED
PRIMARY_154,ENSG00000187134,ENSG00000151632,0.0734676201839346,2.1186668448323585,-2.0451992246484236,COMPLETED
PRIMARY_155,ENSG00000187688,ENSG00000170315,5.396790624343937,0.0143132358582018,5.382477388485735,COMPLETED
PRIMARY_156,ENSG00000197223,ENSG00000243667,-0.0101299238237977,-0.006401467986369,-0.0037284558374286,COMPLETED
PRIMARY_157,ENSG00000198087,ENSG00000146072,1.162107029359582,0.0391399348275536,1.1229670945320285,COMPLETED
PRIMARY_158,ENSG00000198492,ENSG00000180098,-0.000270551041277,-0.0039752316477041,0.0037046806064271,COMPLETED
PRIMARY_159,ENSG00000198729,ENSG00000009765,0.3297731311723106,1.7067528581891735,-1.3769797270168629,COMPLETED
PRIMARY_160,ENSG00000198898,ENSG00000004866,0.0312523665934127,0.0023791851755188,0.0288731814178939,COMPLETED
PRIMARY_161,ENSG00000204713,ENSG00000204704,0.0184370145449026,0.1766902867822085,-0.1582532722373058,COMPLETED
