pair_id,gene_id,pilot_split,positive_deletion_strength,negative_deletion_strength,paired_strength_difference,positive_direction_agreement,status,reused_from_pair_id
GC_054,ENSG00000131389,confirmation,0.0083356826429188,0.0001041416508176,0.0082315409921012,True,COMPLETED,PRIMARY_054
GC_055,ENSG00000131389,confirmation,4.89487768464213,1.8648861726806103,3.0299915119615193,True,COMPLETED,PRIMARY_055
GC_056,ENSG00000131914,development,3.3750864961320133,-0.0059365551345704,3.381023051266584,True,COMPLETED,PRIMARY_056
GC_057,ENSG00000131981,development,0.4876429554245691,0.5296815125691673,-0.0420385571445981,True,COMPLETED,PRIMARY_057
GC_059,ENSG00000133639,development,0.0077912379696467,-0.0009886114423345,0.0087798494119812,True,COMPLETED,PRIMARY_059
GC_060,ENSG00000134107,confirmation,0.0020933659505342,0.0112195984701326,-0.0091262325195984,True,COMPLETED,PRIMARY_060
GC_061,ENSG00000135363,development,0.0865493742500937,-0.0883145162065108,0.1748638904566046,True,COMPLETED,PRIMARY_061
GC_062,ENSG00000135372,development,3.3449009242209193,2.394035574606675,0.9508653496142444,True,COMPLETED,PRIMARY_062
GC_063,ENSG00000135821,development,6.380733054810703,6.58382486082108,-0.2030918060103772,True,COMPLETED,PRIMARY_063
GC_064,ENSG00000135932,development,4.246348191012199,1.179848130673923,3.066500060338276,True,COMPLETED,PRIMARY_064
GC_065,ENSG00000136244,development,-0.4418784760549843,-0.1147151802087562,-0.327163295846228,False,COMPLETED,PRIMARY_065
GC_066,ENSG00000136244,development,0.6582400582209762,-0.1146799119417965,0.7729199701627727,True,COMPLETED,PRIMARY_066
GC_067,ENSG00000136732,development,0.2960711852615532,0.0153750344550545,0.2806961508064987,True,COMPLETED,PRIMARY_067
GC_068,ENSG00000136770,confirmation,0.0430298097150743,0.0119972136612016,0.0310325960538726,True,COMPLETED,PRIMARY_068
GC_069,ENSG00000137193,confirmation,3.179114586964954,2.6771844342197486,0.5019301527452056,True,COMPLETED,PRIMARY_069
GC_070,ENSG00000137193,confirmation,3.3961558234218243,2.492976692763879,0.9031791306579456,True,COMPLETED,PRIMARY_070
GC_071,ENSG00000137198,confirmation,0.0419757817195582,0.0089805016192894,0.0329952801002688,True,COMPLETED,PRIMARY_071
GC_072,ENSG00000137198,confirmation,5.7402447703796415,5.235858474803797,0.5043862955758449,True,COMPLETED,PRIMARY_072
GC_073,ENSG00000138685,development,0.6023551116248864,0.2593272127636172,0.3430278988612691,True,COMPLETED,PRIMARY_073
GC_074,ENSG00000138756,development,0.306872422990228,0.1590280540664066,0.1478443689238213,True,COMPLETED,PRIMARY_074
GC_075,ENSG00000138756,development,-0.0037479785875254,-0.01005308591761,0.0063051073300846,False,COMPLETED,PRIMARY_075
GC_076,ENSG00000140545,development,0.023049687419542,0.0164249192835566,0.0066247681359854,True,COMPLETED,PRIMARY_076
GC_077,ENSG00000141179,confirmation,4.166711347319559,5.6609787305472645,-1.4942673832277054,True,COMPLETED,PRIMARY_077
GC_078,ENSG00000141401,development,0.2454244049937886,-0.0593057329142352,0.3047301379080238,True,COMPLETED,PRIMARY_078
GC_079,ENSG00000141753,development,0.0791901646894253,0.0048971835299234,0.0742929811595018,True,COMPLETED,PRIMARY_079
GC_080,ENSG00000142669,development,-0.001696597962042,-0.0002653831516781,-0.0014312148103639,False,COMPLETED,PRIMARY_080
GC_081,ENSG00000143061,development,1.155185601776755,0.0945873454834718,1.0605982562932832,True,COMPLETED,PRIMARY_081
GC_083,ENSG00000143324,development,-0.0072708822812614,-0.0152613209683556,0.0079904386870941,False,COMPLETED,PRIMARY_083
GC_084,ENSG00000147465,development,0.0149404760694489,2.4775357748768556,-2.4625952988074067,True,COMPLETED,PRIMARY_084
GC_085,ENSG00000148429,development,0.0141206126763053,-0.0007533716156942,0.0148739842919995,True,COMPLETED,PRIMARY_085
GC_086,ENSG00000149257,development,4.866531682283408,0.0195778415843541,4.8469538406990536,True,COMPLETED,PRIMARY_086
GC_087,ENSG00000149557,development,-0.0610276673967149,-0.0292763531023014,-0.0317513142944134,False,COMPLETED,PRIMARY_087
GC_088,ENSG00000150593,development,-0.0173335570901294,0.1808021024243391,-0.1981356595144685,False,COMPLETED,PRIMARY_088
GC_089,ENSG00000152078,confirmation,0.1718576913611773,-0.0073713066874265,0.1792289980486039,True,COMPLETED,PRIMARY_089
GC_090,ENSG00000152078,confirmation,2.6520620967178825,0.0382941514591195,2.613767945258763,True,COMPLETED,PRIMARY_090
GC_091,ENSG00000152518,development,5.340883054141986,5.229792389491832,0.1110906646501534,True,COMPLETED,PRIMARY_091
GC_093,ENSG00000152804,confirmation,0.0439120978546139,0.5070869661554431,-0.4631748683008292,True,COMPLETED,PRIMARY_093
GC_095,ENSG00000155506,confirmation,2.13780218198696,0.1965000854800553,1.9413020965069048,True,COMPLETED,PRIMARY_095
GC_096,ENSG00000157404,development,4.4690533457053245,0.1712565754335004,4.297796770271824,True,COMPLETED,PRIMARY_096
GC_097,ENSG00000157404,development,3.7943795741759128,-0.0489982605008743,3.843377834676787,True,COMPLETED,PRIMARY_097
GC_099,ENSG00000158406,confirmation,0.0045759786456809,-0.0022291660984539,0.0068051447441348,True,COMPLETED,PRIMARY_099
GC_100,ENSG00000158406,confirmation,0.0014470151728822,0.1018887498675091,-0.1004417346946269,True,COMPLETED,PRIMARY_100
GC_101,ENSG00000160193,development,0.0038863140746734,0.0020582129759674,0.001828101098706,True,COMPLETED,PRIMARY_101
GC_103,ENSG00000163218,development,0.0101446325484988,0.0593825776295222,-0.0492379450810234,True,COMPLETED,PRIMARY_103
GC_104,ENSG00000163297,development,0.272532417159268,-0.0390750677728384,0.3116074849321064,True,COMPLETED,PRIMARY_104
GC_105,ENSG00000163297,development,-0.0114541942778965,-0.0044372734329742,-0.0070169208449222,False,COMPLETED,PRIMARY_105
GC_106,ENSG00000163435,development,0.0312304848325599,0.0081140377142974,0.0231164471182625,True,COMPLETED,PRIMARY_106
GC_107,ENSG00000163602,confirmation,4.968179814255366,4.812471714198919,0.1557081000564473,True,COMPLETED,PRIMARY_107
GC_108,ENSG00000163714,development,-0.0206230654765673,-0.0142276593513406,-0.0063954061252267,False,COMPLETED,PRIMARY_108
GC_109,ENSG00000163734,development,2.319637464568591,1.2130687153968038,1.106568749171787,True,COMPLETED,PRIMARY_109
GC_110,ENSG00000163734,development,0.0125190020318886,0.0076348399958305,0.004884162036058,True,COMPLETED,PRIMARY_110
GC_111,ENSG00000163739,development,0.4492964263703358,-0.0144390075814166,0.4637354339517525,True,COMPLETED,PRIMARY_111
GC_112,ENSG00000163958,development,0.8144233857075927,0.2314539265312611,0.5829694591763315,True,COMPLETED,PRIMARY_112
GC_113,ENSG00000164442,confirmation,0.0167160788050555,-0.0013581610836297,0.0180742398886852,True,COMPLETED,PRIMARY_113
GC_114,ENSG00000164442,confirmation,-0.0027934328107246,-0.003774601429999,0.0009811686192744,False,COMPLETED,PRIMARY_114
GC_115,ENSG00000164442,confirmation,-0.0005665429055614,-0.0009105121059196,0.0003439692003581,False,COMPLETED,PRIMARY_115
GC_116,ENSG00000164442,confirmation,0.0231342610679146,0.0016663792732281,0.0214678817946865,True,COMPLETED,PRIMARY_116
GC_117,ENSG00000167775,development,0.0021668593160288,0.027062614620732,-0.0248957553047031,True,COMPLETED,PRIMARY_117
GC_118,ENSG00000168298,development,0.0008721837232545,0.0004809014863873,0.0003912822368672,True,COMPLETED,PRIMARY_118
GC_119,ENSG00000168298,development,-0.0104703108440897,-0.0019120034132527,-0.008558307430837,False,COMPLETED,PRIMARY_119
GC_120,ENSG00000168461,development,0.3396526656800063,5.115959618919396,-4.77630695323939,True,COMPLETED,PRIMARY_120
GC_121,ENSG00000168785,confirmation,0.4388721911275235,0.1003475535632825,0.338524637564241,True,COMPLETED,PRIMARY_121
GC_122,ENSG00000168785,confirmation,0.4387759817544472,0.0042758824574926,0.4345000992969545,True,COMPLETED,PRIMARY_122
GC_123,ENSG00000169442,development,0.0008789707852834,-0.0049376230119726,0.005816593797256,True,COMPLETED,PRIMARY_123
GC_124,ENSG00000169554,development,0.4967106469787046,0.0680226017076988,0.4286880452710058,True,COMPLETED,PRIMARY_124
GC_125,ENSG00000171345,development,0.0189112365022019,0.0046027569681896,0.0143084795340122,True,COMPLETED,PRIMARY_125
GC_127,ENSG00000173559,development,0.0348285521971902,-0.0611256776764168,0.0959542298736071,True,COMPLETED,PRIMARY_127
GC_128,ENSG00000173848,development,0.0267221721532866,0.0020727662955177,0.0246494058577688,True,COMPLETED,PRIMARY_128
GC_129,ENSG00000173848,development,0.0461504194981579,0.0043914372800326,0.0417589822181252,True,COMPLETED,PRIMARY_129
GC_130,ENSG00000175040,development,1.4264182601292026,0.2442901014663796,1.182128158662823,True,COMPLETED,PRIMARY_130
GC_131,ENSG00000176485,development,0.0182537614968596,0.0342072542141955,-0.0159534927173358,True,COMPLETED,PRIMARY_131
GC_132,ENSG00000177352,development,0.000833670094094,0.0001190657233092,0.0007146043707848,True,COMPLETED,PRIMARY_132
GC_133,ENSG00000179097,development,0.0344784234959925,0.0045101949404662,0.0299682285555262,True,COMPLETED,PRIMARY_133
GC_134,ENSG00000179097,development,-0.3984396385499806,1.760902908487377,-2.1593425470373577,False,COMPLETED,PRIMARY_134
GC_135,ENSG00000179348,development,4.704136771096334,0.0022587217567036,4.701878049339631,True,COMPLETED,PRIMARY_135
GC_136,ENSG00000179348,development,4.943775337222641,0.0167168007869475,4.927058536435694,True,COMPLETED,PRIMARY_136
GC_137,ENSG00000179348,development,0.0146820399145948,0.0073386275019258,0.007343412412669,True,COMPLETED,PRIMARY_137
GC_139,ENSG00000180537,development,-0.8673155753050787,-1.2455555343310891,0.3782399590260104,False,COMPLETED,PRIMARY_139
GC_140,ENSG00000180537,development,0.0761631835287417,0.0673017098582429,0.0088614736704988,True,COMPLETED,PRIMARY_140
GC_141,ENSG00000180573,development,0.0005020536548041,0.0006748256842623,-0.0001727720294582,True,COMPLETED,PRIMARY_141
GC_143,ENSG00000181788,development,5.1936686437455375,0.0248946022528331,5.168774041492704,True,COMPLETED,PRIMARY_143
GC_144,ENSG00000181788,development,2.2181155116895495,2.0165066362157056,0.2016088754738438,True,COMPLETED,PRIMARY_144
GC_145,ENSG00000182118,development,0.1715055963396956,0.0638047780945987,0.1077008182450969,True,COMPLETED,PRIMARY_145
GC_146,ENSG00000182512,development,0.0063055585980036,0.0616297173358417,-0.0553241587378381,True,COMPLETED,PRIMARY_146
GC_147,ENSG00000182704,development,0.0537456027902414,-5.070770221255136,5.124515824045378,True,COMPLETED,PRIMARY_147
GC_148,ENSG00000183496,development,1.8084213134775624,0.2762455191485031,1.532175794329059,True,COMPLETED,PRIMARY_148
GC_149,ENSG00000184007,development,0.0221138895067953,0.0063810212882708,0.0157328682185244,True,COMPLETED,PRIMARY_149
GC_150,ENSG00000184009,development,-0.000525573924345,0.042255429044117,-0.042781002968462,False,COMPLETED,PRIMARY_150
GC_151,ENSG00000184557,development,3.2372683836791714,0.004852573929897,3.2324158097492743,True,COMPLETED,PRIMARY_151
GC_152,ENSG00000185885,development,0.0014251545206507,-3.358511292492018,3.359936447012669,True,COMPLETED,PRIMARY_152
GC_153,ENSG00000187134,development,0.0104443123969469,0.1218967869450011,-0.1114524745480541,True,COMPLETED,PRIMARY_153
GC_154,ENSG00000187134,development,0.0950704420589629,-0.2139418515376769,0.3090122935966399,True,COMPLETED,PRIMARY_154
GC_155,ENSG00000187688,development,5.19778449893805,0.0127568471375676,5.185027651800483,True,COMPLETED,PRIMARY_155
GC_157,ENSG00000198087,confirmation,1.162107029359582,0.0021731784183316,1.1599338509412505,True,COMPLETED,PRIMARY_157
GC_158,ENSG00000198492,development,-0.0011522160368802,-0.000275890431272,-0.0008763256056081,False,COMPLETED,PRIMARY_158
GC_159,ENSG00000198729,confirmation,0.3297731311723106,0.0253029828713753,0.3044701483009353,True,COMPLETED,PRIMARY_159
GC_161,ENSG00000204713,development,0.0101123051624885,0.0026139012427961,0.0074984039196923,True,COMPLETED,PRIMARY_161
GC_001,ENSG00000005249,development,0.1641031772548498,0.0624504393120535,0.1016527379427962,True,COMPLETED,
GC_002,ENSG00000005249,development,3.69258496563172,0.0265720526081967,3.666012913023523,True,COMPLETED,
GC_013,ENSG00000072274,development,0.0173264795643444,0.0408903539027889,-0.0235638743384445,True,COMPLETED,
GC_014,ENSG00000073921,development,0.0236637014554901,-0.0158557128499792,0.0395194143054693,True,COMPLETED,
GC_017,ENSG00000073921,development,0.0172173685546583,0.0036589772445987,0.0135583913100596,True,COMPLETED,
GC_021,ENSG00000081154,development,-0.0059219478375691,0.0077800428283634,-0.0137019906659325,False,COMPLETED,
GC_022,ENSG00000089248,development,-0.0002746316578274,-0.0002408393772306,-3.379228059685602e-05,False,COMPLETED,
GC_023,ENSG00000090273,development,-0.0087575602178313,-0.001121320265458,-0.0076362399523732,False,COMPLETED,
GC_030,ENSG00000113742,development,0.0094940260228053,0.0077949111969211,0.0016991148258842,True,COMPLETED,
GC_031,ENSG00000113742,development,0.0740256252776863,0.0049567333559359,0.0690688919217503,True,COMPLETED,
GC_032,ENSG00000113742,development,1.2845478194323796,0.0044444834802828,1.2801033359520968,True,COMPLETED,
GC_049,ENSG00000125611,development,-0.0054401734507152,0.001349983079681,-0.0067901565303962,False,COMPLETED,
GC_050,ENSG00000126698,confirmation,0.000250222226791,-0.0003813432564463,0.0006315654832373,True,COMPLETED,
GC_053,ENSG00000130770,development,0.001688543229072,0.008001100453205,-0.0063125572241329,True,COMPLETED,
GC_058,ENSG00000132002,development,0.0048760246659815,1.9097081590772176,-1.904832134411236,True,COMPLETED,
GC_082,ENSG00000143321,development,-0.0131862719410893,-0.0005775184547225,-0.0126087534863668,False,COMPLETED,
GC_092,ENSG00000152518,development,5.28309264612769,5.242782106294104,0.0403105398335856,True,COMPLETED,
GC_094,ENSG00000155096,development,-0.0166594915880469,-0.1060186891913943,0.0893591976033474,False,COMPLETED,
GC_098,ENSG00000158373,confirmation,0.0022487355507969,0.0036489380836819,-0.0014002025328849,True,COMPLETED,
GC_102,ENSG00000161692,development,-3.029719191083302e-05,0.0165071536505267,-0.0165374508424376,False,COMPLETED,
GC_126,ENSG00000172270,development,-4.356194453271233,0.0059332341024225,-4.362127687373656,False,COMPLETED,
GC_138,ENSG00000180198,development,0.0037558646465036,-0.0013997193563337,0.0051555840028374,True,COMPLETED,
GC_142,ENSG00000180628,development,-0.0093583201315281,0.0032129933910303,-0.0125713135225584,False,COMPLETED,
GC_156,ENSG00000197223,development,-0.0087404076996882,0.0039814830159834,-0.0127218907156716,False,COMPLETED,
GC_160,ENSG00000198898,development,0.0272622988287771,0.0016865695095105,0.0255757293192666,True,COMPLETED,
